loan_amount,interest_rate,loan_term_Years,employment_status_Retired,annual_income,monthly_debt,credit_score,credit_history_years,num_credit_cards,num_loan_accounts,total_credit_limit,bankruptcy_flag,defaulted_previous,late_payments_30_59_days,late_payments_60_89_days,late_payments_90plus_days,Loan_issue_Year,Loan_issue_Month,loan_retained,interest_retained
10000,8.41,2.0,0.0,165829.0,6827.0,713.0,18.6,3,4,445908,0,0,10,5,4,2015,6,0,0.0
50000,8.33,1.0,0.0,187861.0,2470.0,432.0,20.0,5,3,351937,0,0,0,0,1,2023,9,50000,4165.0
15000,15.71,1.0,1.0,95059.0,4250.0,726.0,12.9,6,1,463134,0,0,5,3,0,2017,1,15000,2356.5000000000005
10000,20.14,5.0,0.0,188704.0,2141.0,722.0,14.8,1,3,101288,0,0,11,3,2,2015,8,10000,10070.0
25000,11.38,3.0,0.0,76980.0,6596.0,618.0,28.1,3,1,30314,0,0,4,6,0,2016,2,25000,8535.000000000002
25000,17.17,3.0,0.0,175479.0,4531.0,581.0,3.2,3,2,144722,0,0,4,5,4,2017,4,25000,12877.500000000004
15000,22.93,4.0,0.0,164670.0,4509.0,393.0,21.3,0,2,211961,0,0,11,2,0,2024,9,15000,13758.0
5000,23.07,2.0,0.0,22226.0,2425.0,796.0,20.6,0,1,336241,0,0,9,0,2,2018,1,5000,2307.0
50000,18.06,4.0,0.0,247188.0,821.0,594.0,12.6,2,0,273266,0,0,2,5,4,2016,6,50000,36120.0
100000,5.47,5.0,1.0,134850.5,4914.0,556.0,24.3,1,0,139432,1,0,1,3,3,2024,9,100000,27350.0
20000,6.36,4.0,0.0,109054.0,5322.0,750.0,18.4,3,4,226007,0,0,1,1,3,2023,6,20000,5088.0
15000,24.8,4.0,0.0,33371.0,3239.0,325.0,22.4,5,0,279475,0,0,10,1,3,2015,5,15000,14880.0
10000,24.94,3.0,0.0,177638.0,4256.328051603623,515.0,27.2,6,0,250193,0,0,4,6,3,2017,3,10000,7482.0
5000,7.32,3.0,0.0,212959.0,3108.0,712.0,28.1,6,4,198998,0,0,4,4,1,2017,2,0,0.0
15000,14.12,3.0,0.0,185987.0,3354.0,830.0,29.9,1,2,123441,0,0,11,1,1,2018,12,0,0.0
40000,22.22,3.0,0.0,144475.0,5337.0,693.0,21.1,6,1,402292,0,0,4,4,3,2018,10,40000,26664.0
5000,7.32,3.0,0.0,175196.0,7943.0,629.0,9.9,4,1,115314,0,0,11,5,0,2015,1,5000,1098.0
20000,16.05,5.0,0.0,75990.0,5992.0,834.0,13.6,4,1,237374,0,0,11,1,0,2023,4,20000,16050.0
50000,8.99,3.0,1.0,117120.0,533.0,610.0,13.9,7,0,363599,0,1,7,1,1,2015,8,50000,13485.0
10000,14.71,3.0,0.0,65693.0,7296.0,439.0,26.7,6,1,65513,0,0,11,1,0,2022,5,10000,4413.0
10000,9.05,3.0,0.0,229291.0,948.0,674.0,9.7,4,0,368749,1,0,0,6,1,2018,11,10000,2715.0000000000005
30000,15.61,3.0,0.0,64124.0,3632.0,804.0,23.6,4,4,240337,0,0,5,1,3,2020,9,30000,14049.0
10000,13.23,1.0,0.0,147938.0,5431.0,569.0,7.2,0,5,283473,0,0,0,2,4,2019,1,10000,1323.0
10000,12.88,4.0,1.0,218323.0,5378.0,329.0,25.2,4,4,208738,0,0,7,5,2,2019,7,10000,5152.0
15000,8.21,3.0,0.0,63673.0,1157.0,613.0,27.9,3,1,197709,0,0,7,2,2,2015,6,15000,3694.5
15000,18.2,3.0,0.0,194661.0,4256.328051603623,825.0,20.2,4,5,449102,0,0,11,1,3,2017,5,15000,8190.0
20000,23.68,4.0,1.0,113802.0,7903.0,382.0,15.4,0,2,461948,0,0,5,1,1,2017,12,20000,18944.0
15000,6.18,1.0,0.0,57756.0,4737.0,450.0,26.5,1,4,56025,1,0,1,3,2,2016,7,15000,927.0
20000,13.23,5.0,0.0,81847.0,2580.0,385.0,1.4,6,0,52189,0,0,4,5,1,2018,4,20000,13230.0
75000,10.74,3.0,0.0,56781.0,7740.0,821.0,17.0,5,4,160568,0,0,3,7,0,2018,2,75000,24165.0
5000,16.03,4.0,1.0,186113.0,5742.0,759.0,16.6,3,0,432627,0,0,1,0,2,2016,9,0,0.0
10000,5.5,4.0,0.0,209761.0,6903.0,300.0,4.6,5,0,462762,0,0,10,1,3,2019,12,10000,2200.0
75000,13.78,1.0,0.0,22919.0,828.0,465.0,15.9,6,5,109693,0,0,3,3,3,2023,12,75000,10335.0
75000,20.07,4.0,0.0,79479.0,5051.0,381.0,10.2,0,2,432295,0,0,6,4,0,2016,8,75000,60210.0
10000,21.14,4.0,0.0,133271.0,5229.0,812.0,7.4,0,4,322634,0,0,10,7,2,2023,6,10000,8456.0
5000,23.69,1.0,0.0,176906.0,4716.0,579.0,10.9,4,0,464688,0,0,1,2,2,2016,3,5000,1184.5
15000,7.17,5.0,0.0,95201.0,1672.0,375.0,6.0,0,3,79571,0,0,8,1,1,2024,7,15000,5377.5
5000,16.08,3.0,0.0,226878.0,2575.0,519.0,3.3,3,3,480389,0,0,0,0,3,2023,10,5000,2411.9999999999995
25000,13.03,2.0,0.0,249441.0,1655.0,527.0,8.0,5,2,471714,0,1,2,0,2,2016,10,25000,6515.0
5000,17.95,2.0,0.0,49111.0,853.0,684.0,23.0,2,3,144209,0,0,9,6,3,2018,5,5000,1795.0
5000,21.64,3.0,0.0,168217.0,5843.0,745.0,24.3,0,4,479163,0,0,9,0,2,2018,2,5000,3246.0
15000,16.99,1.0,0.0,153476.0,7959.0,602.0,22.0,2,1,292491,0,0,6,3,0,2015,1,15000,2548.5
75000,9.58,2.0,0.0,178131.0,4256.0,610.0,28.0,5,4,294849,0,0,3,6,3,2019,4,75000,14370.0
15000,11.43,5.0,0.0,213055.0,5442.0,499.0,22.0,1,2,26547,0,0,9,1,0,2024,4,15000,8572.5
15000,22.85,4.0,0.0,195042.0,4294.0,786.0,19.5,4,2,456221,0,0,1,0,2,2023,5,0,0.0
100000,18.43,3.0,0.0,111753.0,5735.0,331.0,5.9,0,0,385401,0,0,6,7,4,2016,8,100000,55290.0
20000,16.92,2.0,1.0,191510.0,4274.0,730.0,4.5,5,5,489912,0,0,4,0,3,2019,5,0,0.0
15000,7.78,2.0,0.0,73694.0,3552.0,511.0,20.4,2,5,342912,0,0,5,1,0,2022,10,15000,2334.0000000000005
15000,11.83,3.0,0.0,65939.0,6511.0,332.0,16.3,1,3,137263,0,0,1,2,0,2016,5,15000,5323.5
10000,11.46,4.0,0.0,23405.0,6361.0,526.0,27.2,7,4,232100,0,0,7,6,4,2019,12,10000,4584.0
20000,5.52,1.0,0.0,66103.0,3862.0,566.0,14.5,5,5,332657,0,0,6,6,1,2019,12,20000,1104.0
10000,11.63,4.0,0.0,20991.0,4936.0,701.0,11.3,6,3,12780,0,0,6,2,1,2016,12,10000,4652.000000000001
10000,7.05,4.0,0.0,134850.5,5216.0,659.0,12.3,3,0,281759,0,0,0,0,0,2021,8,10000,2819.9999999999995
10000,14.88,3.0,0.0,135315.0,1748.0,424.0,5.2,3,3,327776,0,0,4,4,3,2015,5,10000,4464.000000000001
5000,22.0,2.0,0.0,32910.0,4191.0,669.0,0.1,4,2,151889,0,0,8,2,1,2015,9,5000,2200.0
10000,21.0,2.0,0.0,129621.0,3855.0,429.0,18.3,5,1,227428,0,0,5,3,1,2023,6,10000,4200.0
75000,20.63,5.0,0.0,83820.0,7338.0,515.0,7.9,6,5,468094,0,0,2,3,0,2023,4,75000,77362.49999999999
20000,23.65,3.0,0.0,139364.0,5811.0,486.0,28.7,7,3,340956,0,0,6,7,2,2016,9,20000,14190.0
5000,12.49,3.0,0.0,192458.0,7947.0,607.0,21.5,7,4,480910,0,0,2,1,1,2023,3,5000,1873.5
25000,16.79,3.0,0.0,20996.0,4616.0,689.0,27.5,7,0,190931,0,0,6,3,0,2018,2,25000,12592.5
5000,18.39,4.0,0.0,36969.0,1234.0,634.0,20.6,6,5,154489,0,1,11,4,3,2019,7,5000,3678.0
30000,14.44,2.0,1.0,190075.0,3135.0,735.0,16.3,3,3,111374,0,0,11,3,1,2022,9,30000,8664.0
30000,9.88,3.0,0.0,59340.0,4760.0,713.0,28.3,7,3,210785,0,0,4,4,0,2020,9,30000,8892.000000000002
25000,22.98,3.0,1.0,55680.0,7351.0,803.0,24.9,3,3,454474,0,0,11,6,2,2016,12,25000,17235.0
30000,23.01,2.0,0.0,45643.0,4028.0,480.0,6.2,2,3,363545,0,0,4,3,0,2021,11,30000,13806.000000000002
5000,20.35,3.0,0.0,221342.0,3978.0,713.0,26.9,1,3,360819,0,0,8,3,4,2020,8,5000,3052.5000000000005
30000,11.92,3.0,0.0,100425.0,1261.0,311.0,28.2,6,1,200723,0,0,4,3,1,2018,1,30000,10728.0
5000,5.06,3.0,0.0,91926.0,7288.0,511.0,19.4,4,4,72573,0,0,6,3,1,2023,5,5000,759.0
10000,14.82,3.0,0.0,20281.0,5995.0,410.0,5.1,3,2,362064,0,0,10,1,4,2015,7,10000,4446.0
75000,15.49,2.0,0.0,51031.0,3515.0,720.0,23.9,5,4,346221,0,0,11,4,0,2023,8,75000,23235.0
20000,14.76,3.0,0.0,113033.0,1017.0,586.0,8.9,1,5,84382,0,0,2,4,0,2023,5,20000,8856.0
75000,6.93,3.0,0.0,119274.0,1919.0,675.0,20.6,0,1,45056,0,0,7,6,0,2024,5,75000,15592.5
5000,20.76,4.0,0.0,218091.0,1629.0,631.0,9.6,4,4,259590,0,0,5,2,1,2023,4,5000,4152.0
15000,15.64,1.0,0.0,240800.0,4640.0,667.0,8.2,0,4,301157,0,0,9,0,2,2022,1,15000,2346.0
5000,9.44,2.0,0.0,228822.0,3600.0,573.0,5.8,2,0,219103,0,0,10,1,4,2022,10,5000,944.0
25000,24.13,5.0,1.0,118771.0,4256.328051603623,734.0,1.7,2,2,497991,0,0,2,3,3,2017,9,25000,30162.5
10000,12.64,2.0,0.0,166965.0,7241.0,830.0,20.8,5,1,343943,0,0,3,2,4,2019,12,10000,2528.0000000000005
10000,13.03,4.0,0.0,212417.0,3891.0,444.0,20.6,6,1,59643,0,0,8,5,3,2015,4,10000,5212.0
10000,17.85,3.0,0.0,204064.0,1713.0,633.0,13.6,1,4,243996,0,1,4,3,1,2023,9,10000,5355.000000000001
40000,10.68,4.0,0.0,45195.0,5614.0,518.0,27.1,1,3,409338,0,0,4,0,3,2018,2,40000,17088.0
5000,23.07,5.0,0.0,194073.0,2581.0,687.0,0.5,4,5,160144,0,0,10,2,2,2024,1,0,0.0
5000,16.46,2.0,0.0,248750.0,2571.0,471.0,1.3,0,1,347304,0,0,2,4,1,2019,7,5000,1646.0
15000,22.6,2.0,1.0,216886.0,4276.0,651.0,7.9,6,4,61559,0,0,9,1,4,2023,4,15000,6780.0
100000,23.35,3.0,0.0,118006.0,2461.0,677.0,12.1,1,5,473795,0,0,8,1,1,2016,10,100000,70050.0
5000,20.37,2.0,0.0,87914.0,4128.0,324.0,5.2,6,5,146512,0,0,0,3,0,2018,7,5000,2037.0
30000,11.59,3.0,0.0,163620.0,6190.0,714.0,6.1,3,1,27210,0,0,11,0,1,2016,10,30000,10431.0
10000,9.58,1.0,0.0,231278.0,3739.0,714.0,11.8,3,5,125363,0,0,11,6,2,2023,5,10000,958.0
25000,14.14,4.0,0.0,153667.0,6510.0,327.0,4.2,5,0,77046,0,0,8,5,1,2024,3,25000,14140.0
10000,15.22,3.0,0.0,58292.0,3528.0,365.0,19.4,1,4,395718,0,1,1,7,2,2018,7,10000,4566.0
15000,11.77,3.0,0.0,161164.0,923.0,531.0,19.2,2,2,267549,0,0,7,5,0,2016,12,15000,5296.5
10000,22.45,4.0,0.0,198178.0,5412.0,843.0,13.8,2,5,104162,0,0,1,3,0,2018,7,0,0.0
15000,12.91,3.0,0.0,84811.0,6611.0,300.0,11.9,1,2,453580,0,0,11,7,0,2019,9,15000,5809.5
30000,19.09,4.0,0.0,273390.0,3681.0,806.0,3.9,2,0,270465,0,0,8,4,0,2016,8,30000,22908.0
30000,21.68,2.0,0.0,145489.0,3759.0,310.0,18.7,5,0,489916,0,0,4,1,4,2016,11,30000,13008.0
20000,8.22,3.0,0.0,77071.0,4365.0,674.0,0.8,5,0,354852,0,0,1,7,0,2023,12,20000,4932.000000000001
50000,19.3,4.0,0.0,111608.0,5303.0,604.0,13.3,0,3,385352,0,0,5,6,2,2017,3,50000,38600.0
10000,8.19,3.0,0.0,73165.0,1656.0,656.0,21.0,5,2,57906,0,0,5,1,4,2024,1,10000,2457.0
10000,20.28,1.0,0.0,135514.0,5639.0,397.0,6.8,1,2,392806,0,0,3,0,2,2020,8,10000,2028.0
20000,16.35,4.0,1.0,179935.0,7619.0,331.0,0.5,3,1,264657,0,0,5,1,2,2024,7,20000,13080.0
25000,15.28,3.0,1.0,65341.0,742.0,368.0,5.7,2,0,131259,0,0,2,2,2,2022,7,25000,11460.0
5000,15.6,3.0,0.0,224838.0,6018.0,848.0,10.6,6,4,421899,0,0,6,0,0,2022,8,0,0.0
20000,13.03,5.0,0.0,43954.0,4125.0,345.0,1.2,7,4,367572,0,0,2,4,4,2018,7,20000,13030.0
15000,5.99,4.0,0.0,30241.0,3880.0,422.0,24.9,7,2,361023,0,0,8,2,3,2022,12,15000,3594.0
30000,16.05,1.0,0.0,120430.0,5533.0,603.0,26.9,7,5,26839,0,0,4,2,4,2019,5,30000,4815.0
40000,5.45,3.0,0.0,54671.0,3276.0,717.0,23.1,1,5,239866,0,0,0,3,2,2017,4,40000,6540.0
20000,23.25,3.0,0.0,188807.0,3505.0,456.0,4.1,1,2,361467,0,0,9,7,2,2015,10,20000,13950.0
5000,9.98,1.0,0.0,199020.0,7049.0,322.0,21.7,7,2,28197,0,0,0,3,1,2015,4,5000,499.0
25000,17.98,1.0,0.0,141216.0,1409.0,398.0,7.7,5,2,138039,0,0,5,6,4,2019,9,25000,4495.0
30000,16.21,3.0,0.0,159101.0,2915.0,818.0,9.8,2,4,322694,0,0,6,7,2,2018,2,0,0.0
15000,11.49,4.0,0.0,82766.0,7656.0,594.0,24.1,0,3,286230,0,0,1,6,0,2015,2,15000,6894.0
75000,13.99,3.0,0.0,54467.0,1057.0,794.0,9.3,3,5,221436,0,0,2,0,2,2016,10,75000,31477.5
10000,19.98,4.0,0.0,226361.0,4404.0,481.0,29.6,5,5,135779,0,0,7,6,2,2016,4,10000,7992.0
10000,12.82,4.0,0.0,184527.0,7827.0,470.0,8.2,2,2,196814,0,0,8,2,0,2019,4,10000,5128.0
10000,10.7,3.0,0.0,242762.0,6146.0,565.0,26.8,5,3,212406,0,0,5,2,0,2015,1,10000,3210.0
20000,5.62,3.0,0.0,196994.0,6838.0,619.0,18.8,1,3,338167,0,0,2,2,4,2024,7,20000,3372.0
75000,14.52,5.0,0.0,153130.0,4987.0,690.0,23.2,5,3,357363,0,0,1,5,4,2022,6,75000,54450.0
20000,18.89,3.0,0.0,134850.5,4037.0,408.0,23.8,0,3,145452,0,0,11,7,4,2016,4,20000,11334.000000000002
10000,10.78,3.0,0.0,232483.0,5911.0,535.0,18.0,6,4,163729,0,1,7,6,0,2019,6,10000,3234.0
25000,22.31,3.0,1.0,79407.0,2154.0,584.0,8.1,2,2,131515,0,0,0,3,4,2022,1,0,0.0
25000,7.32,3.0,0.0,139597.0,7017.0,812.0,9.6,4,3,42288,1,0,3,7,0,2020,8,25000,5490.0
20000,12.47,2.0,0.0,49118.0,1695.0,634.0,20.8,4,5,202511,0,0,8,5,0,2021,8,20000,4988.0
10000,19.79,3.0,0.0,38189.0,1426.0,755.0,22.6,2,0,182866,0,0,7,3,3,2021,5,10000,5937.0
25000,24.39,2.0,0.0,235065.0,7226.0,682.0,26.3,3,3,82996,0,0,11,6,1,2019,11,25000,12195.0
15000,12.56,4.0,0.0,204067.0,3522.0,495.0,19.4,0,1,208880,0,0,10,3,0,2021,5,15000,7536.000000000001
20000,18.84,2.0,0.0,193421.0,821.0,451.0,6.0,2,5,169403,0,0,5,4,3,2019,2,20000,7536.000000000001
100000,23.74,3.0,1.0,41273.0,2888.0,636.0,2.7,7,5,298956,0,0,11,3,2,2021,4,100000,71219.99999999999
10000,15.02,4.0,0.0,214864.0,6788.0,478.0,1.4,4,5,42783,0,0,9,1,3,2019,6,10000,6008.0
75000,16.8,5.0,0.0,93519.0,871.0,835.0,28.4,3,0,11513,0,0,9,6,3,2018,2,75000,63000.0
5000,8.24,1.0,0.0,58959.0,4870.0,765.0,27.0,4,2,33324,0,0,6,3,0,2019,4,0,0.0
30000,10.33,4.0,1.0,66682.0,4042.0,408.0,3.1,5,4,92210,0,0,6,1,3,2024,11,30000,12396.0
5000,17.66,5.0,0.0,184752.0,3024.0,761.0,7.6,5,5,492381,0,0,8,4,2,2020,7,5000,4415.0
10000,16.2,3.0,0.0,37957.0,2668.0,657.0,28.1,3,0,166385,0,0,1,2,2,2020,9,10000,4860.0
20000,13.91,5.0,0.0,233741.0,5820.0,499.0,10.0,6,2,328498,0,0,0,0,3,2021,11,20000,13910.0
20000,19.01,5.0,0.0,118595.0,5575.0,542.0,20.8,6,4,217352,0,0,6,2,3,2020,1,20000,19010.000000000004
30000,9.9,3.0,0.0,167835.0,5262.0,518.0,0.6,6,4,241878,0,0,0,2,1,2019,12,30000,8910.0
20000,18.98,4.0,0.0,248242.0,2535.0,834.0,24.7,3,4,332309,0,0,2,4,2,2015,10,0,0.0
20000,8.76,2.0,0.0,94632.0,7405.0,552.0,21.1,7,5,436535,0,0,7,7,1,2020,4,20000,3504.0
15000,7.27,3.0,0.0,65635.0,2730.0,366.0,17.2,5,3,10564,0,1,10,4,1,2018,3,15000,3271.5
10000,21.43,4.0,0.0,138758.0,6374.0,822.0,25.7,3,5,429558,0,0,6,7,4,2017,6,10000,8572.0
15000,14.67,4.0,0.0,159256.0,1403.0,614.0,19.0,3,5,277298,0,0,6,5,0,2023,1,15000,8802.0
25000,11.56,4.0,1.0,104169.0,3528.0,491.0,19.6,5,0,397525,0,0,5,2,2,2016,11,25000,11560.0
5000,7.76,1.0,0.0,69639.0,2490.0,836.0,8.3,1,4,329286,0,0,9,3,3,2016,4,5000,388.0
5000,12.18,3.0,0.0,94180.0,7876.0,610.0,18.4,0,3,368854,0,0,8,4,0,2022,3,5000,1827.0
5000,22.14,4.0,0.0,193159.0,1590.0,518.0,7.6,7,3,487287,0,1,3,3,1,2020,1,5000,4428.0
20000,12.82,3.0,0.0,84975.0,1100.0,578.0,21.3,6,0,371731,0,0,2,4,2,2023,8,20000,7692.0
10000,8.7,5.0,0.0,118996.0,5235.0,692.0,7.7,5,2,437415,0,0,8,4,4,2023,2,10000,4349.999999999999
10000,22.77,4.0,0.0,139902.0,7811.0,428.0,14.6,6,3,346165,0,1,1,2,1,2016,2,10000,9108.0
30000,24.08,3.0,0.0,233782.0,555.0,589.0,21.6,1,5,287268,0,0,1,1,3,2016,12,30000,21672.0
10000,15.37,1.0,0.0,83474.0,1594.0,571.0,9.2,3,4,57731,0,0,3,5,4,2022,8,10000,1537.0
20000,16.24,3.0,0.0,71493.0,2323.0,558.0,2.4,1,5,144428,0,0,7,0,0,2018,3,20000,9744.0
5000,11.07,2.0,0.0,82451.0,2652.0,612.0,5.6,3,0,359717,0,0,6,7,3,2017,3,5000,1107.0
75000,11.74,3.0,0.0,32287.0,7756.0,708.0,1.7,2,0,148049,0,0,4,7,1,2017,4,75000,26415.0
10000,15.3,4.0,0.0,209266.0,1567.0,461.0,10.2,2,0,54146,0,0,2,7,1,2019,8,10000,6120.0
100000,8.24,3.0,0.0,72553.0,7933.0,624.0,29.5,5,0,82670,0,0,11,7,4,2017,3,100000,24720.0
100000,24.25,1.0,0.0,217763.0,1978.0,511.0,28.1,0,2,397073,0,0,11,6,4,2016,1,100000,24250.0
30000,18.7,4.0,1.0,208641.0,4620.0,361.0,22.5,5,0,299211,0,0,9,7,3,2018,6,30000,22440.0
5000,5.93,3.0,0.0,494570.0,1907.0,685.0,29.0,5,2,273669,0,0,8,3,1,2021,7,5000,889.5
20000,10.17,3.0,0.0,175298.0,651.0,312.0,15.5,1,1,357975,0,0,10,0,3,2016,12,20000,6102.0
5000,11.0,3.0,0.0,193709.0,3294.0,326.0,4.4,7,3,233944,0,0,2,3,3,2016,5,5000,1650.0
50000,5.21,3.0,0.0,161491.0,1147.0,789.0,15.3,1,1,147117,0,0,10,6,4,2019,10,0,0.0
30000,24.69,2.0,0.0,179846.0,6033.0,760.0,27.3,0,1,116885,0,1,2,5,4,2018,1,30000,14814.0
100000,10.59,3.0,0.0,242796.0,1147.0,589.0,27.4,4,2,208611,0,0,6,3,0,2015,5,0,0.0
20000,6.03,2.0,0.0,210933.0,6127.0,752.0,25.9,2,4,492715,0,0,4,1,2,2020,7,0,0.0
20000,22.52,4.0,0.0,202706.0,7830.0,549.0,6.5,7,5,488377,0,1,4,7,2,2022,5,20000,18016.0
20000,7.21,5.0,0.0,221721.0,7782.0,743.0,14.5,0,5,254764,0,0,1,4,1,2020,4,20000,7210.0
15000,14.12,2.0,0.0,129228.0,2147.0,710.0,27.6,3,2,385707,0,0,0,1,4,2020,8,15000,4236.0
15000,12.29,5.0,0.0,234146.0,3780.0,734.0,21.6,2,1,197042,0,0,7,5,3,2019,11,15000,9217.5
25000,6.56,5.0,0.0,188729.0,3074.0,525.0,8.7,5,0,472391,0,0,10,6,3,2015,2,25000,8199.999999999998
75000,5.65,3.0,0.0,66667.0,1486.0,427.0,25.6,5,3,439250,0,0,4,1,1,2015,11,75000,12712.5
20000,10.38,1.0,0.0,227595.0,2144.0,554.0,29.9,1,5,300984,0,0,0,6,1,2024,12,20000,2076.0
40000,12.19,3.0,1.0,36548.0,4643.0,344.0,0.3,3,5,465097,0,0,9,7,3,2021,2,40000,14628.0
40000,19.93,3.0,0.0,134739.0,4141.0,402.0,5.7,2,0,329900,0,0,11,3,3,2020,5,40000,23916.0
20000,19.49,2.0,0.0,66408.0,813.0,330.0,15.5,0,1,360852,0,0,1,5,3,2020,4,20000,7796.0
25000,9.2,2.0,0.0,109070.0,2271.0,693.0,25.5,7,4,474889,0,0,4,6,0,2019,3,0,0.0
15000,21.84,2.0,0.0,209437.0,6344.0,477.0,2.8,5,5,103229,1,1,6,3,0,2017,7,15000,6552.0
5000,17.98,4.0,0.0,229931.0,6471.0,319.0,20.4,1,4,188031,0,1,10,2,1,2025,1,5000,3596.0000000000005
15000,11.98,4.0,0.0,125648.0,7493.0,629.0,19.8,7,2,330950,0,0,2,0,1,2019,12,15000,7188.0
100000,22.42,3.0,0.0,65127.0,4851.0,423.0,3.7,2,0,299738,0,0,7,5,4,2019,10,100000,67260.0
5000,21.36,3.0,0.0,57919.0,1354.0,820.0,7.2,6,0,482771,0,1,7,7,0,2022,6,5000,3204.0
25000,5.01,5.0,0.0,40028.0,7293.0,662.0,17.4,5,3,226490,0,0,7,1,3,2016,1,25000,6262.5
40000,22.38,5.0,0.0,71944.0,3604.0,429.0,27.2,2,1,50909,0,0,8,2,0,2015,7,40000,44760.0
25000,15.59,4.0,0.0,219973.0,5180.0,346.0,9.4,5,2,39589,0,0,3,6,3,2020,5,25000,15590.000000000002
20000,23.49,3.0,0.0,212692.0,5255.0,667.0,4.2,4,3,157593,0,0,0,2,0,2023,6,0,0.0
25000,20.41,3.0,0.0,210301.0,3558.0,427.0,22.4,2,0,312031,0,0,6,3,4,2023,12,25000,15307.5
15000,7.93,4.0,0.0,71131.0,2653.0,672.0,4.0,6,5,118070,0,0,3,3,4,2020,3,15000,4758.0
5000,11.82,5.0,1.0,234755.0,4314.0,748.0,27.1,3,3,141262,0,0,5,1,2,2019,7,0,0.0
75000,11.23,4.0,0.0,29783.0,2984.0,,17.9,4,2,152653,0,0,1,2,1,2021,3,75000,33690.0
15000,19.06,4.0,0.0,54477.0,6227.0,450.0,12.1,7,2,342440,0,0,8,4,2,2015,3,15000,11436.0
25000,15.77,3.0,0.0,116772.0,6040.0,748.0,23.2,3,0,303972,0,0,9,5,2,2020,2,25000,11827.5
20000,10.41,3.0,0.0,161311.0,4876.0,562.0,3.0,2,0,326150,0,0,2,4,3,2019,9,20000,6246.0
75000,18.08,2.0,0.0,188390.0,6920.0,633.0,9.0,5,5,296145,0,1,1,6,2,2024,5,75000,27120.0
30000,20.86,4.0,0.0,57119.0,6977.0,404.0,3.9,6,0,76190,0,0,3,7,2,2024,5,30000,25032.0
5000,19.94,4.0,0.0,197145.0,2664.0,477.0,2.5,0,5,293429,0,0,11,1,3,2024,4,5000,3988.000000000001
100000,17.27,3.0,0.0,145500.0,5116.0,343.0,28.2,2,5,321015,0,0,0,0,1,2019,9,100000,51810.0
30000,8.32,1.0,0.0,224666.0,2046.0,349.0,1.9,0,4,281146,0,0,2,2,0,2018,4,30000,2496.0
20000,20.75,3.0,0.0,219890.0,6467.0,435.0,24.7,2,3,477389,0,0,1,4,2,2019,10,20000,12450.0
5000,22.12,5.0,1.0,69430.0,5494.0,574.0,16.6,1,3,266520,0,0,5,0,3,2023,8,5000,5530.0
20000,15.04,3.0,1.0,234841.0,1601.0,795.0,17.2,6,2,344986,0,0,7,7,2,2022,6,0,0.0
5000,24.74,2.0,0.0,204775.0,5771.0,487.0,4.3,1,4,119115,0,0,6,0,3,2024,5,5000,2474.0
20000,10.9,3.0,0.0,68126.0,4312.0,399.0,14.3,6,0,44412,0,0,8,6,2,2021,10,20000,6540.0
20000,19.63,3.0,0.0,64493.0,694.0,568.0,22.0,0,5,450637,0,1,7,4,4,2024,1,20000,11778.0
50000,18.39,3.0,0.0,107573.0,6641.0,773.0,22.6,5,3,491779,0,0,5,6,2,2017,10,50000,27585.0
30000,19.93,2.0,0.0,228087.0,7420.0,622.0,1.6,5,2,482312,0,0,10,5,3,2024,10,30000,11958.0
10000,13.32,2.0,1.0,51533.0,4405.0,383.0,26.7,1,5,177931,0,0,2,0,2,2024,5,10000,2664.0000000000005
50000,9.89,2.0,0.0,117757.0,7099.0,573.0,1.8,5,1,116318,0,0,3,5,4,2016,6,50000,9890.0
20000,13.1,4.0,0.0,68253.0,2753.0,311.0,1.0,1,2,121529,0,0,3,5,2,2023,11,20000,10480.0
20000,8.79,2.0,0.0,131489.0,1636.0,730.0,10.3,3,1,13730,0,0,2,1,0,2022,7,0,0.0
10000,7.24,4.0,0.0,153557.0,2171.0,723.0,17.8,1,3,346918,0,0,0,7,3,2015,12,10000,2896.0000000000005
40000,18.69,4.0,1.0,54161.0,4125.0,557.0,12.4,5,3,434067,0,0,9,5,4,2020,10,40000,29904.0
75000,24.72,3.0,0.0,234417.0,1559.0,749.0,4.6,0,1,365602,0,0,9,7,4,2024,8,75000,55619.99999999999
30000,18.34,1.0,0.0,211407.0,5959.0,611.0,12.6,1,1,276324,0,0,5,7,0,2020,12,0,0.0
75000,7.69,2.0,0.0,100118.0,4476.0,841.0,6.3,7,2,60086,0,0,4,2,0,2021,6,75000,11535.000000000002
10000,15.43,3.0,0.0,220563.0,7426.0,371.0,26.3,3,3,457597,0,0,3,7,1,2015,6,10000,4629.0
40000,17.08,2.0,0.0,126357.0,2453.0,402.0,21.9,3,4,397245,0,0,3,6,4,2017,4,40000,13663.999999999998
10000,20.51,3.0,0.0,57635.0,1676.0,379.0,5.7,1,3,386849,0,0,1,1,1,2023,8,10000,6153.0
25000,8.95,1.0,0.0,135699.0,2531.0,472.0,25.5,6,5,447129,0,0,6,6,2,2023,10,25000,2237.5
25000,11.55,1.0,0.0,227844.0,5080.0,322.0,6.6,5,3,456002,0,0,2,3,4,2021,1,25000,2887.5
10000,15.87,4.0,1.0,168343.0,2362.0,411.0,7.1,4,3,386515,0,1,2,4,0,2016,10,10000,6347.999999999999
